date,gross_return,net_return,turnover,operations,signal_changed,trade_cost,equity,drawdown,w__CASH,w_efv.us,w_gld.us,w_gsg.us,w_ief.us,w_ijh.us,w_ijr.us,w_lqd.us,w_mchi.us,w_mtum.us,w_qqq.us,w_shy.us,w_spy.us,w_tlt.us,w_vea.us,w_vnq.us,w_vtv.us,w_vwo.us
2016-01-01,0.026298234590636717,0.025048234590636716,0.3125,6,True,0.00125,1.03608426792431,-0.12245168081778923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0625,0.0,0.0625,0.75,0.0,0.0625,0.0,0.0
2016-02-01,0.009314803386136106,0.005314803386136106,1.0,6,True,0.004,1.0577542815760732,-0.10409749415027247,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-01,0.023669498571745766,0.019669498571745766,1.0,6,True,0.004,1.0633366265208393,-0.09936932910131469,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0625,0.0,0.0625,0.0,0.0,0.0,0.75,0.0,0.0625,0.0,0.0
2016-04-01,-0.0032250169291939274,-0.005475016929193928,0.5625,6,True,0.00225,1.0860561344231707,-0.0801262360541819,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.1875,0.0,0.0,0.25,0.0,0.1875,0.0,0.0
2016-05-01,0.0060120402133617135,0.004012040213361713,0.5,7,True,0.002,1.0786055355240105,-0.08643678505417551,0.0,0.0,0.125,0.0,0.0,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.125,0.0,0.0
2016-06-01,0.06045374744669432,0.05895374744669432,0.375,6,True,0.0015,1.081295595104579,-0.08415834367975206,0.0,0.0,0.1875,0.0,0.0,0.1875,0.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.1875,0.0,0.0
2016-07-01,0.014071708410387657,0.013321708410387656,0.1875,2,True,0.00075,1.1458039679518095,-0.029520689274790124,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0.1875,0.0,0.1875,0.0,0.0,0.0,0.25,0.0,0.1875,0.0,0.0
2016-08-01,-0.01277759770198672,-0.015277597701986721,0.625,7,True,0.0025,1.1590225688160816,-0.018324726427461302,0.0,0.0,0.25,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0
2016-09-01,0.005579651146242592,0.0035796511462425924,0.5,4,True,0.002,1.141924618614818,-0.03280644179086467,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25
2016-10-01,-0.029379808905397847,-0.030379808905397848,0.25,2,True,0.001,1.1510978205844775,-0.025036873021983652,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25
2016-11-01,-0.04230255605881493,-0.04405255605881493,0.4375,6,True,0.00175,1.1142082251590553,-0.056281824290036364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.1875,0.0,0.1875,0.0,0.0,0.25,0.0,0.0,0.0,0.1875
2016-12-01,0.02550929380770045,0.02150929380770045,1.0,10,True,0.004,1.0628060717760597,-0.09981870126044246,0.0,0.0,0.0,0.0,0.0,0.1875,0.1875,0.0,0.0,0.0,0.0,0.25,0.1875,0.0,0.0,0.0,0.1875,0.0
2017-01-01,0.0005840554742522486,-0.00041594452574775145,0.25,5,True,0.001,1.0843455297567697,-0.08157509334915158,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0
2017-02-01,0.03173094328638018,0.03073094328638018,0.25,2,True,0.001,1.0828099749828537,-0.0828756859289056,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0
