date,gross_return,net_return,turnover,operations,signal_changed,trade_cost,equity,drawdown,w__CASH,w_agg.us,w_ief.us,w_lqd.us,w_shy.us,w_spy.us,w_vea.us,w_vwo.us
2017-08-01,0.00901206519070974,0.00901206519070974,0.0,0,False,0.0,1.6883920211144092,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.25,0.25
2017-09-01,0.007757533510577536,0.007757533510577536,0.0,0,False,0.0,1.7036079200761665,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.25,0.25
2017-10-01,0.01713795890387798,0.01713795890387798,0.0,0,False,0.0,1.7148435222995233,-0.004502657110006303,0.0,0.25,0.0,0.0,0.0,0.25,0.25,0.25
2017-11-01,0.003997609756403259,0.003997609756403259,0.0,0,False,0.0,1.7442324401112734,-3.2359404474213704e-05,0.0,0.25,0.0,0.0,0.0,0.25,0.25,0.25
2017-12-01,0.028871394886896606,0.028871394886896606,0.0,0,False,0.0,1.7512052007312975,-0.007491989751832628,0.0,0.25,0.0,0.0,0.0,0.25,0.25,0.25
2018-01-01,0.03324420620670493,0.03324420620670493,0.0,0,False,0.0,1.7428970525839274,-0.024351331454046776,0.0,0.25,0.0,0.0,0.0,0.25,0.25,0.25
2018-02-01,-0.023057689436513956,-0.025057689436513958,0.5,3,True,0.002,1.7972366050338915,-0.019892444267090803,0.0,0.0,0.0,0.0,0.5,0.25,0.0,0.25
2018-03-01,-0.0022009430003091246,-0.0032009430003091246,0.25,2,True,0.001,1.7540406850695345,-0.04344896844165935,0.0,0.25,0.0,0.0,0.5,0.0,0.0,0.25
2018-04-01,-0.008655480333233267,-0.008655480333233267,0.0,0,False,0.0,1.7567991126333642,-0.041944683647059056,0.0,0.25,0.0,0.0,0.5,0.0,0.0,0.25
2018-05-01,0.003254077954751855,0.001254077954751855,0.5,3,True,0.002,1.7381099861195954,-0.0521366383707097,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2018-06-01,-0.008499803515999216,-0.010499803515999216,0.5,3,True,0.002,1.7402783996453441,-0.05095411266731209,0.0,0.0,0.0,0.0,0.5,0.25,0.25,0.0
2018-07-01,-0.0003375088596075937,-0.0023375088596075937,0.5,3,True,0.002,1.7291910911383357,-0.05700048119220413,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2018-08-01,-0.010650132362028997,-0.014650132362028997,1.0,5,True,0.004,1.7182496578419613,-0.0629672979231164,0.0,0.25,0.0,0.0,0.0,0.25,0.25,0.25
2018-09-01,-0.004759322150145157,-0.006759322150145157,0.5,3,True,0.002,1.714701418779924,-0.06490229963881067,0.0,0.25,0.5,0.0,0.0,0.25,0.0,0.0
