date,gross_return,net_return,turnover,operations,signal_changed,trade_cost,equity,drawdown,w__CASH,w_dbc.us,w_efv.us,w_gld.us,w_gsg.us,w_iau.us,w_ief.us,w_ijh.us,w_ijr.us,w_ivv.us,w_lqd.us,w_mchi.us,w_mtum.us,w_qqq.us,w_spy.us,w_tlt.us,w_vea.us,w_vnq.us,w_vt.us,w_vtv.us,w_vwo.us,w_xlk.us
2010-05-01,0.00454666098601496,0.00294666098601496,0.4,3,True,0.0016,1.1011059060956556,-0.03001552109437511,0.5,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2010-06-01,-0.014528907116818325,-0.014528907116818325,0.0,0,False,0.0,1.1043424817421947,-0.027164361978283535,0.5,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2010-07-01,0.005365406014663376,0.005365406014663376,0.0,0,False,0.0,1.0882975923998057,-0.04129860060303181,0.5,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2010-08-01,-0.02456991348209458,-0.02616991348209458,0.4,3,True,0.0016,1.0912803846198111,-0.03867100398295298,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
2010-09-01,0.03215160658460947,0.03055160658460947,0.4,3,True,0.0016,1.0610641483184067,-0.0652890432297254,0.5,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2010-10-01,0.015120305083647968,0.015120305083647968,0.0,0,False,0.0,1.0951790653761737,-0.03523658427732368,0.5,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2010-11-01,0.011266451315955163,0.011266451315955163,0.0,0,False,0.0,1.1117385069658858,-0.020649067098054585,0.5,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2010-12-01,0.011491651446520958,0.011491651446520958,0.0,0,False,0.0,1.1242638547306896,-0.009615257491279672,0.5,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2011-01-01,-0.017364357127291986,-0.017364357127291986,0.0,0,False,0.0,1.126681972531514,-0.010046563372504091,0.5,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2011-02-01,-0.0054646290238598684,-0.007064629023859868,0.4,3,True,0.0016,1.1053464758085683,-0.028792890036077434,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
2011-03-01,-0.0021307527006284577,-0.0037307527006284575,0.4,3,True,0.0016,1.0975472775076431,-0.035645616314809225,0.5,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2011-04-01,0.013625365322792505,0.012025365322792504,0.4,2,True,0.0016,1.093456341800935,-0.03924009635497383,0.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2011-05-01,-0.00647803823103541,-0.00807803823103541,0.4,3,True,0.0016,1.1133294364763193,-0.02177870187990605,0.5,0.1,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-06-01,-0.012105503727259182,-0.012505503727259181,0.1,2,True,0.0004,1.1039057192464798,-0.030058803527866385,0.5,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2011-07-01,0.03427841114466387,0.03427841114466387,0.0,0,False,0.0,1.090542384447599,-0.04180043029698188,0.5,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2011-08-01,0.04482355366747427,0.04482355366747427,0.0,0,False,0.0,1.127924444672376,-0.008954871488061733,0.5,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2011-09-01,-0.04232548006678947,-0.04232548006678947,0.0,0,False,0.0,1.1784820265510045,-0.010435755504274113,0.5,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2011-10-01,0.02599586060454824,0.02599586060454824,0.0,0,False,0.0,1.1232566341657717,-0.056808184155232255,0.5,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2011-11-01,0.007340312810416806,0.007340312810416806,0.0,0,False,0.0,1.1524566570506791,-0.03228910118718098,0.5,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2011-12-01,0.005240885127324901,0.0036408851273249014,0.4,3,True,0.0016,1.159058583734816,-0.026745503199077647,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
2012-01-01,0.026937516038425646,0.026937516038425646,0.0,0,False,0.0,1.1510937655722162,-0.03343351293537011,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
2012-02-01,-0.0001569063067607514,-0.0017569063067607515,0.4,3,True,0.0016,1.1802100101482986,-0.008984778107561708,0.5,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2012-03-01,0.023467672948949296,0.021867672948949295,0.4,3,True,0.0016,1.1781367880299973,-0.017399521734226653,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
2012-04-01,-0.008284881011495361,-0.00868488101149536,0.1,2,True,0.0004,1.199583053701492,-0.00426882794938277,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
2012-05-01,-0.045094258752435404,-0.0454942587524354,0.1,2,True,0.0004,1.1886931254606428,-0.013308169558409966,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
2012-06-01,0.03338775051834073,0.03338775051834073,0.0,0,False,0.0,1.1350898900838793,-0.05780230626925731,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
2012-07-01,0.004532394987138866,0.004532394987138866,0.0,0,False,0.0,1.1699669956928,-0.02885206298385512,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
2012-08-01,0.0204380634851878,0.0204380634851878,0.0,0,False,0.0,1.1752697482391963,-0.024450436942352716,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
2012-09-01,0.008426833240979216,0.008426833240979216,0.0,0,False,0.0,1.1998030457819433,-0.004612870784486578,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
2012-10-01,-0.01949762884665539,-0.01949762884665539,0.0,0,False,0.0,1.2099135859707668,-0.011041225195803306,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
2012-11-01,-0.0043553287663840486,-0.0043553287663840486,0.0,0,False,0.0,1.1863231399349827,-0.030323576331578672,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
2012-12-01,0.016143170066955224,0.016143170066955224,0.0,0,False,0.0,1.1823043996337173,-0.03360841297667427,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
2013-01-01,0.0025881758496261844,0.0025881758496261844,0.0,0,False,0.0,1.1767905637241172,-0.0381153103855949,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
2013-02-01,0.002014373627259491,0.0008143736272594911,0.30000000000000004,2,True,0.0012000000000000001,1.178420501075647,-0.03678303272141503,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2013-03-01,0.014124872184089754,0.014124872184089754,0.0,0,False,0.0,1.180794280254836,-0.03484275386520008,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2013-04-01,0.007346448647495452,0.007346448647495452,0.0,0,False,0.0,1.1974728485391395,-0.021210031125998174,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2013-05-01,0.02173106996214453,0.019731069962144528,0.5,5,True,0.002,1.2038574812850469,-0.015991362081215765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.0,0.125,0.0,0.1
2013-06-01,-0.010981022890035195,-0.011981022890035196,0.25,4,True,0.001,1.2243100076650457,-0.03411630889414785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.4,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.125,0.0,0.1
2013-07-01,0.059405813318412215,0.059405813318412215,0.0,0,False,0.0,1.2096549656149302,-0.04567797711547761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.4,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.125,0.0,0.1
2013-08-01,-0.03838574710967409,-0.03838574710967409,0.0,0,False,0.0,1.2815155026819414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.4,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.125,0.0,0.1
2013-09-01,0.04475364699726568,0.04425364699726568,0.125,2,True,0.0005,1.2313807815662268,-0.040056467970769005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.4,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.1
2013-10-01,0.03202180337788785,0.031021803377887847,0.25,4,True,0.001,1.2845604712848642,-0.008417249271565397,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.125,0.125,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.1
2013-11-01,0.02571950469360781,0.02471950469360781,0.25,4,True,0.001,1.324368719709231,-0.010718851255972717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.4,0.0,0.0,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2013-12-01,0.019138065821406633,0.018638065821406632,0.125,2,True,0.0005,1.363049897139008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.4,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.1
2014-01-01,-0.046368772991033244,-0.046868772991033245,0.125,2,True,0.0005,1.3589429841827927,-0.027478374147827944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.4,0.0,0.0,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.125,0.0,0.1
2014-02-01,0.06577842296583036,0.06527842296583036,0.125,2,True,0.0005,1.3262671148064178,-0.050862717701546045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.4,0.0,0.0,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2014-03-01,0.019256730954659032,0.019256730954659032,0.0,0,False,0.0,1.422448493946514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.4,0.0,0.0,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2014-04-01,-0.010528349943982232,-0.011028349943982232,0.125,2,True,0.0005,1.4491152817903568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.4,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.1
2014-05-01,0.023858421707577043,0.023358421707577043,0.125,2,True,0.0005,1.4331415597499986,-0.014076582676165406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.4,0.0,0.0,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.125,0.0,0.1
2014-06-01,0.02608522787460566,0.02508522787460566,0.25,4,True,0.001,1.4670055320872009,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.125,0.125,0.0,0.0,0.125,0.0,0.0,0.0,0.1
2014-07-01,-0.021394392318769037,-0.021894392318769038,0.125,2,True,0.0005,1.503015549262828,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.125,0.0,0.4,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.1
2014-08-01,0.03948129813815355,0.03798129813815355,0.375,6,True,0.0015,1.4686531557732776,-0.03000835725331208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.125,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.1
2014-09-01,-0.04293616092603389,-0.04463616092603389,0.42500000000000004,4,True,0.0017000000000000001,1.524166672535376,-0.001316848576164542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.125,0.0,0.125,0.0,0.0,0.0,0.125,0.0,0.0,0.125,0.4
2014-10-01,0.03779694277164396,0.036296942771643956,0.375,6,True,0.0015,1.4540606073711402,-0.052790231742824933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.125,0.125,0.125,0.0,0.0,0.0,0.0,0.125,0.0,0.4
2014-11-01,0.025750490167275514,0.025250490167275513,0.125,2,True,0.0005,1.5055114194632186,-0.019273945316160335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.125,0.125,0.125,0.0,0.0,0.125,0.0,0.0,0.0,0.4
2014-12-01,-0.0016596271082230168,-0.0016596271082230168,0.0,0,False,0.0,1.5435069369285945,-0.008654819232847055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.125,0.125,0.125,0.0,0.0,0.125,0.0,0.0,0.0,0.4
2015-01-01,-0.0035722555772307926,-0.004072255577230793,0.125,2,True,0.0005,1.5057999821517676,-0.03968877709804974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.125,0.125,0.125,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.4
2015-02-01,0.05349135324422197,0.05349135324422197,0.0,0,False,0.0,1.4868565512729874,-0.05176979017334837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.125,0.125,0.125,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.4
2015-03-01,-0.021409514032116418,-0.021409514032116418,0.0,0,False,0.0,1.5554859137360248,-0.008001993802622787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.125,0.125,0.125,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.4
2015-04-01,0.034900951888084786,0.034400951888084785,0.125,2,True,0.0005,1.5214226243810147,-0.02972556894161882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.1,0.0,0.125,0.0,0.125,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.4
2015-05-01,0.003792092340461026,0.003292092340461026,0.125,2,True,0.0005,1.5737344613348823,-0.011624485679153973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.1,0.0,0.125,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
2015-06-01,-0.02848520433533228,-0.02848520433533228,0.0,0,False,0.0,1.57970220773163,-0.010035454296926205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.1,0.0,0.125,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
2015-07-01,-0.001467253396947532,-0.001967253396947532,0.125,2,True,0.0005,1.5339367155216423,-0.03871567926767894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.1,0.0,0.125,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
2015-08-01,-0.08307581194937763,-0.08357581194937763,0.125,2,True,0.0005,1.5400974530467268,-0.034854880887220996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.1,0.0,0.0,0.125,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.4
2015-09-01,0.014755882102023877,0.012755882102023877,0.5,5,True,0.002,1.4086236372896739,-0.11724662260332297,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
2015-10-01,0.08863955904896018,0.08663955904896017,0.5,5,True,0.002,1.4265503033644291,-0.10601237620561166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.125,0.0,0.125,0.125,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.4
2015-11-01,0.003546518002254606,0.003046518002254606,0.125,2,True,0.0005,1.5390323114517548,-0.03552238164148669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.125,0.125,0.125,0.0,0.0,0.125,0.0,0.0,0.0,0.4
2015-12-01,-0.041260096663044324,-0.041760096663044324,0.125,2,True,0.0005,1.5429464128557497,-0.0330695005862619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.1,0.0,0.0,0.125,0.125,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.4
2016-01-01,0.010435879476488386,0.008435879476488386,0.5,5,True,0.002,1.5035248656963234,-0.057774115059538556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.4
2016-02-01,0.014702278150397331,0.012702278150397331,0.5,2,True,0.002,1.513144684966575,-0.05174558641217064,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
2016-03-01,0.009449449920730046,0.005449449920730046,1.0,5,True,0.004,1.529249793570722,-0.041652869921195323,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
2016-04-01,-0.018620661519610244,-0.022620661519610244,1.0,8,True,0.004,1.5375255614597099,-0.036466628642005006,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.125,0.125,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.4
