date,gross_return,net_return,turnover,operations,signal_changed,trade_cost,equity,drawdown,w__CASH,w_dbc.us,w_iau.us,w_ivv.us,w_qqq.us,w_vt.us
2010-01-01,-0.02452905899719402,-0.02452905899719402,0.0,0,False,0.0,0.9269357620759446,-0.08515664307056947,0.0,0.0,0.8,0.0,0.2,0.0
2010-02-01,0.01804934664873117,0.01804934664873117,0.0,0,False,0.0,0.9041989000813748,-0.10759688974588244,0.0,0.0,0.8,0.0,0.2,0.0
2010-03-01,0.060194051429882885,0.05699405142988288,0.8,3,True,0.0032,0.9175734383500461,-0.09439682994919296,0.0,0.0,0.0,0.2,0.8,0.0
2010-04-01,0.03370680125138472,0.03370680125138472,0.0,0,False,0.0,0.9728059010887831,-0.03988490615608997,0.0,0.0,0.0,0.2,0.8,0.0
2010-05-01,-0.06893074083354539,-0.06973074083354538,0.2,2,True,0.0008,0.9919363010701597,-0.025077080294923948,0.0,0.0,0.2,0.0,0.8,0.0
2010-06-01,-0.0297757496203527,-0.0321757496203527,0.6000000000000001,2,True,0.0024000000000000002,0.9206077737452605,-0.09518220301583902,0.0,0.0,0.8,0.0,0.2,0.0
2010-07-01,0.00954888383253727,0.00954888383253727,0.0,0,False,0.0,0.8931959871756714,-0.12212383119087844,0.0,0.0,0.8,0.0,0.2,0.0
2010-08-01,-0.040349852418629095,-0.0435498524186291,0.8,3,True,0.0032,0.8975104352647951,-0.11788338316671942,0.0,0.0,0.0,0.2,0.8,0.0
2010-09-01,0.06675008038003499,0.063550080380035,0.8,3,True,0.0032,0.8557925467903338,-0.15888573945872486,0.0,0.0,0.8,0.0,0.2,0.0
2010-10-01,0.031697962207101596,0.031697962207101596,0.0,0,False,0.0,0.9129167680772234,-0.10274129495880102,0.0,0.0,0.8,0.0,0.2,0.0
2010-11-01,0.02550381666095061,0.02550381666095061,0.0,0,False,0.0,0.9418543692899648,-0.07430002243641198,0.0,0.0,0.8,0.0,0.2,0.0
2010-12-01,0.02311329196903449,0.02311329196903449,0.0,0,False,0.0,0.9658752504456516,-0.05069113992558383,0.0,0.0,0.8,0.0,0.2,0.0
2011-01-01,-0.03592480405063721,-0.03592480405063721,0.0,0,False,0.0,0.9896948217824904,-0.027280114430518698,0.0,0.0,0.8,0.0,0.2,0.0
2011-02-01,-0.0027205446296051598,-0.0059205446296051595,0.8,3,True,0.0032,0.9510869805064561,-0.0652257660814699,0.0,0.0,0.0,0.2,0.8,0.0
2011-03-01,0.00977167653600566,0.00897167653600566,0.2,2,True,0.0008,0.9477407063246087,-0.06851464601456725,0.0,0.0,0.2,0.0,0.8,0.0
2011-04-01,0.026726831212459647,0.025926831212459648,0.2,2,True,0.0008,0.9562361205692609,-0.060164942459444926,0.0,0.2,0.0,0.0,0.8,0.0
2011-05-01,-0.026080808108372835,-0.026880808108372834,0.2,2,True,0.0008,0.9852510498909104,-0.031647668135699636,0.0,0.0,0.2,0.0,0.8,0.0
2011-06-01,0.006655324153013288,0.006655324153013288,0.0,0,False,0.0,0.9587872623950766,-0.05765755702076025,0.0,0.0,0.2,0.0,0.8,0.0
2011-07-01,0.015270921459264298,0.015270921459264298,0.0,0,False,0.0,0.9651683024200958,-0.05138596259959127,0.0,0.0,0.2,0.0,0.8,0.0
