date,gross_return,net_return,turnover,operations,signal_changed,trade_cost,equity,drawdown,w__CASH,w_dbc.us,w_gld.us,w_hyg.us,w_iau.us,w_ief.us,w_ivv.us,w_lqd.us,w_qqq.us,w_spy.us,w_tlt.us,w_vnq.us,w_vt.us,w_vwo.us,w_xle.us,w_xlk.us
2019-10-01,0.031210506522536857,0.03048383985587019,0.1816666666666667,4,True,0.0007266666666666667,2.404919313400058,-0.014000020934727186,6.106226635438361e-17,0.0,0.09166666666666667,0.09166666666666667,0.09000000000000001,0.0,0.0,0.09166666666666667,0.0,0.09166666666666667,0.09166666666666667,0.09166666666666667,0.0,0.0,0.0,0.36000000000000004
2019-11-01,0.003064966887700586,0.0026983002210339193,0.09166666666666667,2,True,0.00036666666666666667,2.4790687380272236,0.0,6.106226635438361e-17,0.0,0.09166666666666667,0.0,0.09000000000000001,0.0,0.0,0.09166666666666667,0.09166666666666667,0.09166666666666667,0.09166666666666667,0.09166666666666667,0.0,0.0,0.0,0.36000000000000004
2019-12-01,0.04411697839644777,0.043390311729781104,0.1816666666666667,4,True,0.0007266666666666667,2.511855378748109,-0.0016877238436366904,6.106226635438361e-17,0.0,0.0,0.0,0.0,0.09166666666666667,0.09000000000000001,0.09166666666666667,0.09166666666666667,0.09166666666666667,0.09166666666666667,0.09166666666666667,0.0,0.0,0.0,0.36000000000000004
2020-01-01,0.003871660429908358,0.002771660429908358,0.27499999999999997,6,True,0.0010999999999999998,2.4934888910470216,-0.04124443892609908,6.106226635438361e-17,0.09166666666666667,0.09166666666666667,0.0,0.0,0.0,0.09000000000000001,0.0,0.09166666666666667,0.09166666666666667,0.0,0.09166666666666667,0.0,0.09166666666666667,0.0,0.36000000000000004
2020-02-01,-0.01888344181091895,-0.019616775144252283,0.18333333333333335,4,True,0.0007333333333333333,2.4846534716532402,-0.04464168986578587,6.106226635438361e-17,0.0,0.09166666666666667,0.0,0.0,0.0,0.09000000000000001,0.09166666666666667,0.09166666666666667,0.09166666666666667,0.09166666666666667,0.09166666666666667,0.0,0.0,0.0,0.36000000000000004
2020-03-01,-0.06897227007929708,-0.07006560341263042,0.2733333333333334,5,True,0.0010933333333333333,2.3511959766129693,-0.09595658282411168,6.106226635438361e-17,0.0,0.09166666666666667,0.0,0.09000000000000001,0.18333333333333335,0.0,0.09166666666666667,0.09166666666666667,0.0,0.09166666666666667,0.0,0.0,0.0,0.0,0.36000000000000004
2020-04-01,0.0709470679816379,0.07021373464830456,0.18333333333333335,3,True,0.0007333333333333333,2.185031782146916,-0.15984732084492503,6.106226635438361e-17,0.0,0.09166666666666667,0.0,0.09000000000000001,0.3666666666666667,0.0,0.0,0.0,0.0,0.09166666666666667,0.0,0.0,0.0,0.0,0.36000000000000004
2020-05-01,0.05024479925292486,0.049511465919591525,0.18333333333333335,3,True,0.0007333333333333333,2.3383373413912056,-0.1009007749041132,6.106226635438361e-17,0.0,0.09166666666666667,0.0,0.09000000000000001,0.18333333333333335,0.0,0.09166666666666667,0.09166666666666667,0.0,0.09166666666666667,0.0,0.0,0.0,0.0,0.36000000000000004
2020-06-01,0.040501040031219515,0.04013437336455285,0.09166666666666667,2,True,0.00036666666666666667,2.4549261619300715,-0.05607194873527155,6.106226635438361e-17,0.0,0.09166666666666667,0.0,0.09000000000000001,0.09166666666666667,0.0,0.09166666666666667,0.09166666666666667,0.09166666666666667,0.09166666666666667,0.0,0.0,0.0,0.0,0.36000000000000004
2020-07-01,0.07592704025518096,0.07556037358851429,0.09166666666666667,2,True,0.00036666666666666667,2.553416628505704,-0.01820200558806151,6.106226635438361e-17,0.0,0.09166666666666667,0.0,0.09000000000000001,0.0,0.0,0.09166666666666667,0.09166666666666667,0.09166666666666667,0.09166666666666667,0.0,0.0,0.09166666666666667,0.0,0.36000000000000004
2020-08-01,0.056167823702285985,0.056167823702285985,0.0,0,False,0.0,2.7170855042123168,0.0,6.106226635438361e-17,0.0,0.09166666666666667,0.0,0.09000000000000001,0.0,0.0,0.09166666666666667,0.09166666666666667,0.09166666666666667,0.09166666666666667,0.0,0.0,0.09166666666666667,0.0,0.36000000000000004
2020-09-01,-0.04012108321399954,-0.04048774988066621,0.09166666666666667,2,True,0.00036666666666666667,2.868646061092893,0.0,6.106226635438361e-17,0.0,0.09166666666666667,0.0,0.09000000000000001,0.09166666666666667,0.0,0.09166666666666667,0.09166666666666667,0.09166666666666667,0.0,0.0,0.0,0.09166666666666667,0.0,0.36000000000000004
2020-10-01,-0.02750815314409366,-0.02750815314409366,0.0,0,False,0.0,2.7535528737642725,-0.043331171699888094,6.106226635438361e-17,0.0,0.09166666666666667,0.0,0.09000000000000001,0.09166666666666667,0.0,0.09166666666666667,0.09166666666666667,0.09166666666666667,0.0,0.0,0.0,0.09166666666666667,0.0,0.36000000000000004
2020-11-01,0.08311421388333666,0.08238754721666999,0.1816666666666667,4,True,0.0007266666666666667,2.6633018713773846,-0.07468714148315292,6.106226635438361e-17,0.0,0.09166666666666667,0.09166666666666667,0.0,0.09166666666666667,0.09000000000000001,0.0,0.09166666666666667,0.09166666666666667,0.0,0.0,0.0,0.09166666666666667,0.0,0.36000000000000004
2020-12-01,0.020209062603021532,0.01910906260302153,0.27499999999999997,6,True,0.0010999999999999998,2.8793931060832945,0.0,6.106226635438361e-17,0.09166666666666667,0.0,0.0,0.0,0.0,0.09000000000000001,0.09166666666666667,0.09166666666666667,0.09166666666666667,0.0,0.09166666666666667,0.0,0.09166666666666667,0.0,0.36000000000000004
2021-01-01,0.030905207169714698,0.03053854050304803,0.09166666666666667,2,True,0.00036666666666666667,2.884885436810435,-0.028178341399500706,6.106226635438361e-17,0.09166666666666667,0.09166666666666667,0.0,0.0,0.0,0.09000000000000001,0.0,0.09166666666666667,0.09166666666666667,0.0,0.09166666666666667,0.0,0.09166666666666667,0.0,0.36000000000000004
2021-02-01,0.04658309646405367,0.046216429797387,0.09166666666666667,2,True,0.00036666666666666667,2.9718628535657126,-0.011095980984816123,6.106226635438361e-17,0.09166666666666667,0.0,0.0,0.0,0.0,0.09000000000000001,0.0,0.09166666666666667,0.09166666666666667,0.0,0.09166666666666667,0.0,0.09166666666666667,0.09166666666666667,0.36000000000000004
2021-03-01,0.01656760223507563,0.01656760223507563,0.0,0,False,0.0,3.1103014275513026,-0.009652594231884248,6.106226635438361e-17,0.09166666666666667,0.0,0.0,0.0,0.0,0.09000000000000001,0.0,0.09166666666666667,0.09166666666666667,0.0,0.09166666666666667,0.0,0.09166666666666667,0.09166666666666667,0.36000000000000004
2021-04-01,0.034917062109128615,0.034917062109128615,0.0,0,False,0.0,3.161831664434162,0.0,6.106226635438361e-17,0.09166666666666667,0.0,0.0,0.0,0.0,0.09000000000000001,0.0,0.09166666666666667,0.09166666666666667,0.0,0.09166666666666667,0.0,0.09166666666666667,0.09166666666666667,0.36000000000000004
2021-05-01,0.012146205036399085,0.012146205036399085,0.0,0,False,0.0,3.265134189078833,-0.010674369267959838,6.106226635438361e-17,0.09166666666666667,0.0,0.0,0.0,0.0,0.09000000000000001,0.0,0.09166666666666667,0.09166666666666667,0.0,0.09166666666666667,0.0,0.09166666666666667,0.09166666666666667,0.36000000000000004
2021-06-01,0.04252202482412182,0.04252202482412182,0.0,0,False,0.0,3.3047931784107423,0.0,6.106226635438361e-17,0.09166666666666667,0.0,0.0,0.0,0.0,0.09000000000000001,0.0,0.09166666666666667,0.09166666666666667,0.0,0.09166666666666667,0.0,0.09166666666666667,0.09166666666666667,0.36000000000000004
2021-07-01,0.007023352047646583,0.007023352047646583,0.0,0,False,0.0,3.4453196759817133,0.0,6.106226635438361e-17,0.09166666666666667,0.0,0.0,0.0,0.0,0.09000000000000001,0.0,0.09166666666666667,0.09166666666666667,0.0,0.09166666666666667,0.0,0.09166666666666667,0.09166666666666667,0.36000000000000004
2021-08-01,0.025340396654786317,0.024607063321452984,0.18333333333333335,3,True,0.0007333333333333333,3.47924118914917,-0.003927805699536768,6.106226635438361e-17,0.09166666666666667,0.0,0.0,0.0,0.18333333333333335,0.09000000000000001,0.0,0.09166666666666667,0.09166666666666667,0.0,0.09166666666666667,0.0,0.0,0.0,0.36000000000000004
