date,gross_return,net_return,turnover,operations,signal_changed,trade_cost,equity,drawdown,w__CASH,w_dbc.us,w_efa.us,w_gld.us,w_hyg.us,w_ief.us,w_ijr.us,w_lqd.us,w_qqq.us,w_shy.us,w_spy.us,w_tlt.us,w_vea.us,w_vnq.us,w_vwo.us,w_xle.us
2008-10-01,-0.017705537004299554,-0.017705537004299554,0.0,0,False,0.0,1.0555407173178613,-0.048786689500276426,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-11-01,0.007547652719179121,0.003547652719179121,1.0,2,True,0.004,1.039089288549127,-0.06361209392552869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-12-01,0.018863802172838007,0.014863802172838007,1.0,2,True,0.004,1.038573268765746,-0.06407711140745054,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-01-01,-0.01976231053124622,-0.01976231053124622,0.0,0,False,0.0,1.0682248883178973,-0.037356195072219656,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-01,-0.008041777327458588,-0.008041777327458588,0.0,0,False,0.0,1.0416822606703118,-0.06127540567185996,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-01,0.022508905287974112,0.022508905287974112,0.0,0,False,0.0,1.0257652051922235,-0.0756192531296751,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-01,-0.0359734370959911,-0.0359734370959911,0.0,0,False,0.0,1.0488540570435951,-0.054812454448343706,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-01,-0.03646668777491968,-0.03646668777491968,0.0,0,False,0.0,1.0111231715996614,-0.08881409916216121,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-01,-0.009050473950347176,-0.013050473950347176,1.0,5,True,0.004,0.9703538551645541,-0.12555386278927205,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.5,0.0,0.0,0.0,0.0,0.16666666666666666,0.0
2009-07-01,-0.002588404368030761,-0.004588404368030761,0.49999999999999994,4,True,0.0019999999999999996,0.9596485494900167,-0.13520107874552934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-08-01,0.002727007699318144,0.0013936743659848103,0.33333333333333337,4,True,0.0013333333333333335,0.9597479581634131,-0.13511149541467116,0.0,0.0,0.0,0.11111111111111112,0.0,0.0,0.0,0.11111111111111112,0.11111111111111112,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
2009-09-01,0.025994385205494144,0.024216607427716367,0.4444444444444445,5,True,0.0017777777777777779,0.9593734543355065,-0.13544898407815265,0.0,0.0,0.0,0.22222222222222224,0.0,0.0,0.0,0.22222222222222224,0.0,0.3333333333333333,0.0,0.0,0.0,0.22222222222222224,0.0,0.0
2009-10-01,0.020423338681337694,0.01820111645911547,0.5555555555555556,6,True,0.0022222222222222222,0.9821244179579547,-0.11494667746950016,0.0,0.0,0.0,0.2777777777777778,0.2777777777777778,0.16666666666666666,0.0,0.2777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-01,0.051468290545866546,0.050357179434755435,0.2777777777777778,2,True,0.0011111111111111111,1.0009328753935949,-0.0979972080940229,0.0,0.0,0.0,0.2777777777777778,0.0,0.16666666666666666,0.0,0.2777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2777777777777778
2009-12-01,-0.012505694431921153,-0.014727916654143376,0.5555555555555556,4,True,0.0022222222222222222,1.04894361414974,-0.05473174897671462,0.0,0.2777777777777778,0.0,0.2777777777777778,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2777777777777778,0.0
2010-01-01,-0.043713049393225664,-0.045490827171003445,0.4444444444444444,4,True,0.0017777777777777779,1.0120681118898254,-0.08796255476706161,0.0,0.2777777777777778,0.0,0.2777777777777778,0.0,0.0,0.0,0.0,0.2777777777777778,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-01,0.014204598421967345,0.0117601539775229,0.6111111111111112,6,True,0.002444444444444445,0.963745351495036,-0.1315091959657172,0.0,0.0,0.0,0.22222222222222224,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.22222222222222224,0.22222222222222224,0.0
2010-03-01,0.04464530467017368,0.043089749114618124,0.3888888888888889,5,True,0.0015555555555555555,0.9759145128006481,-0.12054280876567647,0.0,0.0,0.0,0.2777777777777778,0.0,0.0,0.2777777777777778,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.2777777777777778,0.0,0.0
2010-04-01,0.06174765566303042,0.06174765566303042,0.0,0,False,0.0,1.019484513556677,-0.08127917451864508,0.0,0.0,0.0,0.2777777777777778,0.0,0.0,0.2777777777777778,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.2777777777777778,0.0,0.0
2010-05-01,-0.050634531863178345,-0.050634531863178345,0.0,0,False,0.0,1.0651814172707528,-0.0400988558930363,0.0,0.0,0.0,0.2777777777777778,0.0,0.0,0.2777777777777778,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.2777777777777778,0.0,0.0
2010-06-01,0.020669008757131582,0.017113453201576027,0.8888888888888891,6,True,0.0035555555555555566,1.007650911907285,-0.09194316806752068,0.0,0.0,0.0,0.055555555555555546,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.055555555555555546,0.0,0.055555555555555546,0.0,0.0
2010-07-01,0.0037699433048270503,0.0031032766381603838,0.16666666666666663,4,True,0.0006666666666666665,1.0277924053913419,-0.0737924171006975,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-01,0.03585260110192013,0.032519267768586796,0.8333333333333333,4,True,0.0033333333333333327,1.0375294478925643,-0.06501776323836317,0.0,0.0,0.0,0.2777777777777778,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.2777777777777778,0.0,0.2777777777777778,0.0,0.0
2010-09-01,0.005327340691075877,0.0019940073577425443,0.8333333333333333,4,True,0.0033333333333333327,1.0675746682214158,-0.037942148792791675,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-10-01,-0.008633330523203142,-0.012633330523203142,0.9999999999999999,4,True,0.003999999999999999,1.0689689541834253,-0.03668567109946652,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
2010-11-01,-0.011129728346181386,-0.011129728346181386,0.0,0,False,0.0,1.059740191882917,-0.04500228209860235,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
2010-12-01,0.03305545433351228,0.03016656544462339,0.7222222222222221,6,True,0.0028888888888888888,1.044918173112266,-0.05835932395573262,0.0,0.0,0.0,0.2777777777777778,0.0,0.16666666666666666,0.2777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.2777777777777778,0.0,0.0
2011-01-01,0.009876367481524331,0.007654145259302109,0.5555555555555556,6,True,0.0022222222222222222,1.0699221911529346,-0.035826650051219544,0.0,0.0,0.0,0.22222222222222224,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.22222222222222224,0.0,0.22222222222222224
2011-02-01,0.026995419476941212,0.026995419476941212,0.0,0,False,0.0,1.0780880489207556,-0.028467888354052562,0.0,0.0,0.0,0.22222222222222224,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.22222222222222224,0.0,0.22222222222222224
2011-03-01,0.01397737387716363,0.013310707210496963,0.16666666666666669,4,True,0.0006666666666666668,1.1064533603757591,-0.007506485091959392,0.0,0.0,0.0,0.2777777777777778,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.2777777777777778,0.0,0.2777777777777778
2011-04-01,0.020996829791359,0.019441274235803444,0.3888888888888889,5,True,0.0015555555555555555,1.1201734658472193,-0.0014325312543754798,0.0,0.0,0.0,0.22222222222222224,0.0,0.0,0.22222222222222224,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.22222222222222224
2011-05-01,-0.013312330716307032,-0.015534552938529254,0.5555555555555556,5,True,0.0022222222222222222,1.152718163274576,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
2011-06-01,-0.027986782644986108,-0.02932011597831944,0.3333333333333333,2,True,0.0013333333333333333,1.133332175685668,-0.016817630021407237,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
2011-07-01,0.03942303120220594,0.03764525342442816,0.44444444444444436,5,True,0.0017777777777777774,1.0996554297901038,-0.04603270354805078,0.0,0.0,0.0,0.2777777777777778,0.0,0.16666666666666666,0.0,0.2777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2777777777777778
2011-08-01,0.07921086623667728,0.0774330884588995,0.44444444444444436,5,True,0.0017777777777777774,1.1409751673457535,-0.010187222083378633,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
2011-09-01,0.023698539771852323,0.019698539771852323,0.9999999999999999,4,True,0.003999999999999999,1.2264273875109257,-0.023415316244077222,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-01,-0.010177837102964937,-0.010177837102964937,0.0,0,False,0.0,1.2437539171817038,-0.012870048862558381,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-01,-0.008672017787025359,-0.010005351120358693,0.33333333333333337,4,True,0.0013333333333333335,1.2294537321598988,-0.024219674175753214,0.0,0.0,0.0,0.11111111111111112,0.0,0.6666666666666666,0.0,0.11111111111111112,0.0,0.0,0.0,0.11111111111111112,0.0,0.0,0.0,0.0
2011-12-01,0.013805699674092287,0.012472366340758953,0.33333333333333337,4,True,0.0013333333333333335,1.2171668316762487,-0.03397141630617362,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-01,0.011895263860072447,0.01122859719340578,0.16666666666666663,4,True,0.0006666666666666665,1.2091692178417441,-0.040318881061548795,0.0,0.0,0.0,0.0,0.055555555555555546,0.8333333333333334,0.0,0.055555555555555546,0.0,0.0,0.0,0.055555555555555546,0.0,0.0,0.0,0.0
2012-02-01,-0.010882140578789378,-0.0111043628010116,0.055555555555555546,2,True,0.00022222222222222218,1.2224651836911768,-0.029766274201008414,0.0,0.0,0.0,0.055555555555555546,0.0,0.8333333333333334,0.0,0.055555555555555546,0.0,0.0,0.0,0.055555555555555546,0.0,0.0,0.0,0.0
2012-03-01,0.00550045174114566,0.0019448961855901047,0.8888888888888888,5,True,0.0035555555555555557,1.2048629025248287,-0.04373667357632649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
2012-04-01,0.011122630135007581,0.009789296801674247,0.3333333333333333,2,True,0.0013333333333333333,1.2039701341329563,-0.044445236907763475,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
2012-05-01,0.039337344968709775,0.03533734496870978,0.9999999999999999,4,True,0.003999999999999999,1.21087534683022,-0.03896477796947995,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-01,-0.008082217620756449,-0.008082217620756449,0.0,0,False,0.0,1.2585079680625864,-0.001160203913384894,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-01,0.0077323271727914745,0.007065660506124808,0.16666666666666663,4,True,0.0006666666666666665,1.242665946870591,-0.013733538066661888,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.055555555555555546,0.0,0.0,0.0,0.055555555555555546,0.0,0.055555555555555546,0.0,0.0
2012-08-01,0.00019339762013492745,-0.0004732690465317391,0.16666666666666663,4,True,0.0006666666666666665,1.2506055035760728,-0.008723694921295322,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-09-01,-0.010282030866769576,-0.013615364200102908,0.8333333333333333,4,True,0.0033333333333333327,1.253710770243203,-0.006262345391587543,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.2777777777777778,0.0,0.0,0.0,0.2777777777777778,0.0,0.2777777777777778,0.0,0.0
2012-10-01,-0.013905099168501724,-0.0156828769462795,0.4444444444444445,5,True,0.0017777777777777779,1.2344854611289096,-0.021501038431333663,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
2012-11-01,0.009500988212642152,0.007723210434864375,0.4444444444444444,5,True,0.0017777777777777779,1.2151556942482917,-0.036822528570838675,0.0,0.0,0.0,0.0,0.2777777777777778,0.16666666666666666,0.0,0.2777777777777778,0.0,0.0,0.0,0.2777777777777778,0.0,0.0,0.0,0.0
2012-12-01,-0.007500055235482436,-0.008166721902149102,0.1666666666666666,4,True,0.0006666666666666664,1.225328046055846,-0.028759545252022956,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
2013-01-01,0.0009520725774084674,-0.00082570520036931,0.44444444444444436,5,True,0.0017777777777777774,1.21483690118803,-0.037075215773923365,0.0,0.0,0.0,0.0,0.2777777777777778,0.16666666666666666,0.0,0.2777777777777778,0.0,0.0,0.0,0.0,0.0,0.2777777777777778,0.0,0.0
2013-02-01,-0.0023699199304356468,-0.005481031041546758,0.7777777777777778,7,True,0.003111111111111111,1.210055382402682,-0.04086522490202238,0.0,0.0,0.0,0.0,0.0,0.0,0.22222222222222224,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.22222222222222224,0.22222222222222224,0.0
2013-03-01,0.009987147447276357,0.00732048078060969,0.6666666666666667,6,True,0.002666666666666667,1.2039684809735682,-0.045689928728110396,0.0,0.0,0.0,0.0,0.0,0.5,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0
2013-04-01,0.019811515467966424,0.019811515467966424,0.0,0,False,0.0,1.2159926917149246,-0.036159093335897174,0.0,0.0,0.0,0.0,0.0,0.5,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0
2013-05-01,-0.04612236912808635,-0.04745570246141968,0.33333333333333337,5,True,0.0013333333333333335,1.238429905269455,-0.01837452571245579,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.22222222222222224,0.0,0.0,0.0,0.22222222222222224,0.0,0.22222222222222224,0.0,0.0
2013-06-01,-0.004940039927756034,-0.008940039927756034,1.0,8,True,0.004,1.178625910686466,-0.06577738985279102,0.0,0.0,0.0,0.0,0.0,0.0,0.11111111111111112,0.0,0.11111111111111112,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.11111111111111112
2013-07-01,0.010969715353048604,0.010080826464159715,0.22222222222222227,5,True,0.0008888888888888891,1.1670739158321013,-0.07493392941924781,0.0,0.0,0.0,0.0,0.0,0.0,0.055555555555555546,0.0,0.0,0.8333333333333334,0.055555555555555546,0.0,0.0,0.0,0.0,0.055555555555555546
2013-08-01,-0.004092564821363842,-0.004314787043586064,0.055555555555555546,2,True,0.00022222222222222218,1.1796141897326398,-0.06499404322711533,0.0,0.0,0.0,0.0,0.0,0.0,0.055555555555555546,0.0,0.055555555555555546,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.055555555555555546
2013-09-01,0.0023031531750066225,0.001636486508339956,0.16666666666666663,4,True,0.0006666666666666665,1.1748528625850865,-0.06876804771422296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-10-01,0.01041420834586737,0.009080875012534037,0.33333333333333337,4,True,0.0013333333333333335,1.1752046579472137,-0.06848920166267736,0.0,0.0,0.0,0.0,0.0,0.0,0.11111111111111112,0.0,0.11111111111111112,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.11111111111111112
2013-11-01,0.008721504201663387,0.008721504201663387,0.0,0,False,0.0,1.1874434841041102,-0.05878825413236699,0.0,0.0,0.0,0.0,0.0,0.0,0.11111111111111112,0.0,0.11111111111111112,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.11111111111111112
2013-12-01,0.0025477633603635218,0.0016588744714746326,0.22222222222222227,5,True,0.0008888888888888891,1.2003618033348717,-0.048548715190407155,0.0,0.0,0.0,0.0,0.0,0.0,0.055555555555555546,0.0,0.055555555555555546,0.8333333333333334,0.055555555555555546,0.0,0.0,0.0,0.0,0.0
2014-01-01,-0.015552253103185372,-0.016441141992074262,0.22222222222222227,5,True,0.0008888888888888891,1.2039287286818727,-0.04572143786885674,0.0,0.0,0.0,0.0,0.0,0.0,0.11111111111111112,0.0,0.11111111111111112,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.11111111111111112
2014-02-01,0.03528260850704205,0.032171497395930934,0.7777777777777778,6,True,0.003111111111111111,1.1932409318847854,-0.05419298200340106,0.0,0.0,0.0,0.0,0.0,0.5,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0
2014-03-01,0.0024698981182367983,0.0011365647849034648,0.33333333333333337,5,True,0.0013333333333333335,1.2326751216634892,-0.022935980634201436,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.22222222222222224,0.0,0.22222222222222224,0.0,0.0,0.0,0.0,0.22222222222222224,0.0,0.0
2014-04-01,-0.005275348413205835,-0.006608681746539168,0.3333333333333333,2,True,0.0013333333333333333,1.2324266479189065,-0.023132930139648678,0.0,0.0,0.0,0.0,0.0,0.0,0.22222222222222224,0.0,0.22222222222222224,0.3333333333333333,0.0,0.0,0.0,0.22222222222222224,0.0,0.0
2014-05-01,0.016785656494507202,0.015230100938951647,0.3888888888888889,5,True,0.0015555555555555555,1.2240181732517035,-0.029797799017659332,0.0,0.0,0.0,0.0,0.0,0.0,0.2777777777777778,0.0,0.2777777777777778,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.2777777777777778
2014-06-01,0.0031278677738701163,-0.0008721322261298838,1.0,8,True,0.004,1.246357760931676,-0.012090613283178842,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.2777777777777778,0.0,0.0,0.0,0.2777777777777778,0.0,0.2777777777777778,0.0,0.0
2014-07-01,-0.0031512461686900393,-0.004929023946467817,0.4444444444444444,5,True,0.0017777777777777779,1.2430413914101697,-0.014719290764730109,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0
2014-08-01,0.026835701444511056,0.024613479222288834,0.5555555555555555,5,True,0.002222222222222222,1.2363706525168803,-0.020006765818515126,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.22222222222222224,0.0,0.0,0.22222222222222224,0.0,0.22222222222222224,0.0,0.0
2014-09-01,-0.014356985854059978,-0.014356985854059978,0.0,0,False,0.0,1.2761777104709793,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.22222222222222224,0.0,0.0,0.22222222222222224,0.0,0.22222222222222224,0.0,0.0
2014-10-01,0.006829817437451702,0.004163150770785035,0.6666666666666667,4,True,0.002666666666666667,1.2545013634141216,-0.017996377330522617,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-01,0.012601888855256448,0.011935222188589781,0.16666666666666663,4,True,0.0006666666666666665,1.26353922889351,-0.015613774706820904,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.055555555555555546,0.0,0.0,0.055555555555555546,0.0,0.055555555555555546,0.0,0.0
2014-12-01,0.008510912768695533,0.007844246102028867,0.16666666666666663,4,True,0.0006666666666666665,1.2777568288570595,-0.004537261021445915,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-01,0.03641001660767307,0.03641001660767307,0.0,0,False,0.0,1.26951964541511,-0.018920075172715656,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-01,-0.027571279746650225,-0.02823794641331689,0.16666666666666663,4,True,0.0006666666666666665,1.3174532707848918,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.055555555555555546,0.0,0.0,0.055555555555555546,0.0,0.055555555555555546,0.0,0.0
2015-03-01,0.01252226284226112,0.011188929508927786,0.33333333333333337,4,True,0.0013333333333333335,1.2883331272880953,-0.022103359673203204,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0
2015-04-01,-0.020243870813141607,-0.020243870813141607,0.0,0,False,0.0,1.3027266853719408,-0.011178070402586227,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0
2015-05-01,-0.0019339722883464018,-0.0032673056216797353,0.33333333333333337,5,True,0.0013333333333333335,1.2746526487089076,-0.032487392930821146,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.22222222222222224,0.0,0.22222222222222224,0.22222222222222224,0.0,0.0,0.0,0.0
2015-06-01,-0.01373718174198213,-0.015514959519759907,0.4444444444444445,5,True,0.0017777777777777779,1.2699258391320434,-0.03607523143840485,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.11111111111111112,0.0,0.11111111111111112,0.0,0.11111111111111112,0.0,0.0,0.0,0.0,0.0
2015-07-01,0.001646679972916898,-0.002353320027083102,1.0,5,True,0.004,1.247470714532723,-0.05311957380505472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-08-01,0.002275771135497706,-0.001724228864502294,1.0,2,True,0.004,1.2491175229089977,-0.05186958003844955,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
